brand_name_fixed,car_name_fixed,Tier,city,showroom_name,manufacturing_year,trim,body_type,color,product,invygo_baseprice,starter_fee,sto_contract_length,car_condition,Make Model
Hyundai,Accent,Entry level Sedan,Mecca,Makkah - Qadisyyah,"2,026",STD,Sedan,Grey,STS,860,,,NEW,Hyundai Accent
Hyundai,Elantra,Midsize Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,022",Fleet,Sedan,Grey,MONTHLY,"2,449",,,NEW,Hyundai Elantra
Mazda,6,Midsize Sedan,Riyadh,Riyadh - Urubah,"2,023",S,Sedan,Blue,STS,"1,369",,,NEW,Mazda 6
Kia,Cerato,Midsize Sedan,Jeddah,Jeddah - Ar Rawdah,"2,023",LX,Sedan,White,MONTHLY,"2,369",,,NEW,Kia Cerato
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",36,NEW,MG 5
Kia,Pegas,Entry level Sedan,Jeddah,Jeddah - Palestine,"2,024",H,Sedan,White,STS,"1,079",,,NEW,Kia Pegas
Toyota,Rush,Entry level SUV,Riyadh,Riyadh - Al Qirawan,"2,023",STD,SUV,Brown,MONTHLY,"2,949",,,NEW,Toyota Rush
Hyundai,Creta,Entry level SUV,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,SUV,White,STO,"2,825","3,100",36,NEW,Hyundai Creta
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,Sedan,White,STO,"2,500","2,700",36,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",36,NEW,Hyundai Accent
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Black,STO,"2,650","1,400",36,NEW,Haval Jolion
GAC,GS3,Entry level SUV,Dammam,Dammam - Al Badiyah - Pickup,"2,026",GS,SUV,Black,STO,"2,400","2,800",36,NEW,GAC GS3
GAC,GS3,Entry level SUV,Jeddah,Jeddah - Al-Salehiyah - Pickup,"2,026",GS,SUV,Black,STO,"2,400","2,800",36,NEW,GAC GS3
GAC,GS3,Entry level SUV,Riyadh,Riyadh - Dharhat Laban - Pickup,"2,026",GS,SUV,Black,STO,"2,400","2,800",36,NEW,GAC GS3
Toyota,Yaris,Entry level Sedan,Riyadh,Daily Sulimaniyah Riyadh,"2,023",Y,Sedan,White,STS,710,,,NEW,Toyota Yaris
Kia,Sonet,Entry level SUV,Riyadh,Riyadh - Al Yarmuk,"2,023",LX,Crossover,White,MONTHLY,"2,499","2,655",,USED,Kia Sonet
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Al Wurud,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Suzuki Dzire
MG,5,Entry level Sedan,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,025",STD,Sedan,White,STO,"2,050","2,575",36,NEW,MG 5
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Ar Rimal - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,500","2,875",30,USED,Hyundai Elantra
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Gray,STO,"2,300","2,500",36,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Toyota Yaris
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Khorreiss Road - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","2,600",36,USED,Hyundai Accent
Chevrolet,Captiva,Entry level SUV,Dammam,Riyadh - Tuwaiq,"2,025",STD,SUV,Grey,STS,"1,580",,,NEW,Chevrolet Captiva
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Nissan Sunny
MG,GT,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Grey,STS,750,,,NEW,MG GT
Honda,City,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
Honda,City,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Black,STS,750,,,NEW,Toyota Corolla
Kia,Pegas,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",LX,Sedan,Beige,MONTHLY,"2,029",,,NEW,Kia Pegas
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah,"2,026",STD,Sedan,Silver,STS,"1,180",,,NEW,Hyundai Accent
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,White,STO,"1,975","2,300",36,NEW,MG 5
MG,5,Entry level Sedan,Riyadh,Riyadh - An Nasim Al Gharbi - Pickup,"2,025",STD,Sedan,Silver,STO,"1,975","2,300",36,NEW,MG 5
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - An Nuzhah - Pickup,"2,026",Fleet,Sedan,White,STO,"2,500","1,200",36,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Fleet,Sedan,White,STO,"2,350","1,400",36,NEW,Hyundai Accent
Kia,Pegas,Entry level Sedan,Jeddah,Jeddah - Sanabel,"2,026",LX,Sedan,Grey,MONTHLY,"1,899",,,NEW,Kia Pegas
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",36,NEW,Hyundai Accent
Hyundai,Elantra,Midsize Sedan,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,Sedan,Silver,STO,"2,925","1,700",36,NEW,Hyundai Elantra
Hyundai,Creta,Entry level SUV,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,SUV,Gray,STO,"2,825","1,700",36,NEW,Hyundai Creta
Hyundai,Elantra,Midsize Sedan,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",36,NEW,Hyundai Elantra
Hyundai,Creta,Entry level SUV,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,SUV,Silver,STO,"2,825","1,700",36,NEW,Hyundai Creta
Geely,Cityray,Midsize SUV,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",GC,SUV,Gray,STO,"2,850","1,800",36,NEW,Geely Cityray
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",36,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",36,NEW,Haval Jolion
Haval,Jolion,Entry level SUV,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",36,NEW,Haval Jolion
Hyundai,Accent,Entry level Sedan,Mecca,Makkah - Alaziziyyah,"2,026",STD,Sedan,Grey,STS,860,,,NEW,Hyundai Accent
Peugeot,2008,Entry level SUV,Riyadh,Riyadh - Al Faisaliyyah - STO - Pickup,"2,023",Allure,Suv,Gray,MONTHLY,"2,839","3,025",,USED,Peugeot 2008
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - King Faisal,"2,024",Fleet,Sedan,White,MONTHLY,"2,449",,,USED,Hyundai Elantra
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh - Dhahrat Laban,"2,023",XLI,Sedan,White,MONTHLY,"3,459",,,NEW,Toyota Corolla
Ford,Taurus,Midsize Sedan,Jeddah,Jeddah - Bani Malik,"2,022",Ambiente NG,Sedan,Black,MONTHLY,"7,379",,,NEW,Ford Taurus
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Toyota Yaris
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Toyota Yaris
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Black,STS,750,,,NEW,Toyota Corolla
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Black,STS,750,,,NEW,Toyota Corolla
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Al Khaleej,"2,022",LX,Sedan,White,STS,980,,,NEW,Kia Pegas
Kia,Cerato,Midsize Sedan,Jeddah,Jeddah - Ar Rawdah,"2,023",LX,Sedan,Grey,MONTHLY,"2,369",,,NEW,Kia Cerato
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - As Sahabah,"2,026",Fleet,Sedan,White,STS,870,,,NEW,Hyundai Accent
Hyundai,Kona,Entry level SUV,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Crossover,Gray,STO,"3,000","1,800",36,NEW,Hyundai Kona
Toyota,Yaris,Entry level Sedan,Riyadh,Daily Sulimaniyah Riyadh,"2,023",Y,Sedan,White,STS,740,,,USED,Toyota Yaris
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Yarmouk,"2,023",STD,Sedan,White,STS,819,,,NEW,Nissan Sunny
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Yarmouk,"2,022",STD,Sedan,Grey,STS,889,,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Yarmouk,"2,022",STD,Sedan,Grey,STS,889,,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Yarmouk,"2,022",STD,Sedan,Grey,STS,889,,,NEW,Hyundai Accent
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Rawdah,"2,022",STD,Sedan,White,STS,779,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Rawdah,"2,022",STD,Sedan,White,STS,779,,,NEW,Nissan Sunny
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Yarmouk,"2,025",Fleet,Sedan,White,STS,"1,399",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Yarmouk,"2,025",Fleet,Sedan,White,STS,"1,399",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Al Rawdah,"2,025",Fleet,Sedan,Brown,STS,"1,399",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Al Rawdah,"2,025",Fleet,Sedan,Brown,STS,"1,399",,,NEW,Hyundai Accent
Hyundai,i10,Entry level Sedan,Riyadh,Riyadh - Yarmouk,"2,025",MPI,Sedan,White,STS,929,,,NEW,Hyundai i10
Hyundai,i10,Entry level Sedan,Riyadh,Riyadh - Yarmouk,"2,025",MPI,Sedan,White,STS,929,,,NEW,Hyundai i10
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Yarmouk,"2,023",Fleet,Sedan,White,STS,"1,089",,,NEW,Hyundai Elantra
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Yarmouk,"2,023",Fleet,Sedan,White,STS,"1,089",,,NEW,Hyundai Elantra
Toyota,Yaris,Entry level Sedan,Jeddah,Jeddah - Ar Rawdah,"2,023",Y,Sedan,Grey,MONTHLY,"2,479",,,NEW,Toyota Yaris
Hyundai,Creta,Entry level SUV,Riyadh,Riyadh - Malqa,"2,023",Smart,SUV,Golden,MONTHLY,"4,169",,,NEW,Hyundai Creta
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,025",Fleet,Sedan,Grey,MONTHLY,"3,079",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,025",Fleet,Sedan,Grey,MONTHLY,"3,079",,,NEW,Hyundai Accent
Hyundai,Elantra,Midsize Sedan,Riyadh,Riyadh - Al Yarmuk,"2,025",Fleet,Sedan,Grey,MONTHLY,"3,489",,,NEW,Hyundai Elantra
Kia,Pegas,Entry level Sedan,Al Khobar,Khobar -  King Abdullah Branch Road,"2,025",LX,Sedan,Gold,STS,779,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Al Khobar,Khobar -  King Abdullah Branch Road,"2,025",LX,Sedan,Gold,STS,779,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Dhahrat Laban,"2,024",LX,Sedan,White,STS,859,,,NEW,Kia Pegas
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - Dhahrat Laban,"2,023",Y,Sedan,Silver,STS,889,,,NEW,Toyota Yaris
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Dhahrat Laban,"2,022",Classic,Sedan,White,STS,819,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",SV,Sedan,Grey,MONTHLY,"2,399",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,024",SV,Sedan,Grey,MONTHLY,"2,399",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",SV,Sedan,Silver,MONTHLY,"2,349",,,NEW,Nissan Sunny
Nissan,Kicks,Entry level SUV,Dammam,Dammam - Al Itisalat,"2,024",S,SUV,Grey,MONTHLY,"3,079",,,NEW,Nissan Kicks
Nissan,Sunny,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,Sedan,Silver,STS,"1,049",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,Sedan,Silver,STS,"1,049",,,NEW,Nissan Sunny
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,023",GL,Sedan,Grey,STS,742,,,NEW,Suzuki Dzire
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Qurtubah,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Suzuki Dzire
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Al Wurud,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Suzuki Dzire
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Qurtubah,"2,023",GL,Sedan,Grey,STS,742,,,NEW,Suzuki Dzire
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,023",LX,Sedan,Grey,STS,639,,,NEW,Kia Pegas
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Suzuki Dzire
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Suzuki Dzire
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - Ar Rawdah,"2,023",Smart Plus,Sedan,White,MONTHLY,"2,459",,,NEW,Hyundai Accent
Hyundai,Accent,Entry level Sedan,Jeddah,Jeddah - Ar Rawdah,"2,023",Smart Plus,Sedan,White,MONTHLY,"2,459",,,NEW,Hyundai Accent
GMC,Yukon,Luxury SUV,Riyadh,Riyadh - Qurtubah,"2,023",STD,SUV,Black,STS,"3,880",,,NEW,GMC Yukon
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Alawali,"2,024",STD,Sedan,White,STS,650,,,NEW,Kia Pegas
Hyundai,Accent,Entry level Sedan,Riyadh,Riyadh - Qurtubah,"2,025",STD,Sedan,Silver,STS,950,,,NEW,Hyundai Accent
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - An Nahdah (Pick up),"2,025",LX,Sedan,Gray,STO,"2,100","2,300",36,NEW,Kia Pegas
Nissan,Kicks,Entry level SUV,Dammam,Dammam - Al Itisalat,"2,024",S,SUV,Black,STS,"1,939",,,NEW,Nissan Kicks
Kia,K3,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,025",STD,Sedan,Black,MONTHLY,"3,199",,,NEW,Kia K3
Kia,K3,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,025",STD,Sedan,Grey,MONTHLY,"3,149",,,NEW,Kia K3
Hyundai,Accent,Entry level Sedan,Dammam,Dammam - Al Itisalat,"2,023",Smart Plus,Sedan,Silver,MONTHLY,"2,469",,,NEW,Hyundai Accent
MG,RX5,Midsize SUV,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,STS,"1,190",,,NEW,MG RX5
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Jeddah,Jeddah - Al Fayhaa,"2,026",LX,Sedan,White,STS,,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Jeddah,Jeddah - Al Fayhaa,"2,026",LX,Sedan,White,STS,,,,NEW,Kia Pegas
Kia,Pegas,Entry level Sedan,Jeddah,Jeddah - Al Fayhaa,"2,026",LX,Sedan,White,STS,,,,NEW,Kia Pegas
Mercedes,S450,Luxury Sedan,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",STD,Sedan,Black,STS,"13,685",,,NEW,Mercedes S450
Mercedes,S450,Luxury Sedan,Riyadh,Riyadh - Rahmaniyyah,"2,026",STD,Sedan,Black,STS,"13,685",,,NEW,Mercedes S450
Mercedes,E200,Luxury Sedan,Riyadh,Riyadh - Rahmaniyyah,"2,026",STD,Sedan,Grey,MONTHLY,"25,279",,,NEW,Mercedes E200
Cadillac,CT5,Luxury Sedan,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",2 0L Turbo RWD,Sedan,Black,STS,"6,335",,,NEW,Cadillac CT5
Cadillac,CT5,Luxury Sedan,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",2 0L Turbo RWD,Sedan,Black,STS,"6,335",,,NEW,Cadillac CT5
Land Rover,Defender,Luxury SUV,Jeddah,Jeddah - Madina Al-Munawarah,"2,025",STD,SUV,Grey,MONTHLY,"38,029",,,NEW,Land Rover Defender
Nissan,Sunny,Entry level Sedan,Dammam,Dammam - Al Qadisyyah,"2,023",S,Sedan,White,MONTHLY,"2,129",,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Al Khobar,Khobar - Al Thawn,"2,023",S,Sedan,White,MONTHLY,"2,119",,,NEW,Nissan Sunny
Toyota,Veloz,Entry level SUV,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,STS,"1,500",,,NEW,Toyota Veloz
Toyota,Veloz,Entry level SUV,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,STS,"1,500",,,NEW,Toyota Veloz
MG,HS,Midsize SUV,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,STS,"1,190",,,NEW,MG HS
MG,HS,Midsize SUV,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,STS,"1,190",,,NEW,MG HS
MG,HS,Midsize SUV,Riyadh,Riyadh - Al Falah,"2,023",STD,SUV,White,STS,"1,190",,,NEW,MG HS
MG,HS,Midsize SUV,Riyadh,Riyadh - Al Falah,"2,023",STD,SUV,White,STS,"1,190",,,NEW,MG HS
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,600,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,600,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,600,,,NEW,Nissan Sunny
Nissan,Sunny,Entry level Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,600,,,NEW,Nissan Sunny
MG,RX5,Midsize SUV,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,MONTHLY,"3,469",,,NEW,MG RX5
Honda,City,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
Honda,City,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
Honda,City,Entry level Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,750,,,NEW,Honda City
MG,GT,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Graphite,MONTHLY,"3,079",,,NEW,MG GT
MG,GT,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Graphite,MONTHLY,"3,079",,,NEW,MG GT
MG,GT,Entry level Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Graphite,MONTHLY,"3,079",,,NEW,MG GT
MG,GT,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,MG GT
MG,GT,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,MG GT
MG,GT,Entry level Sedan,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,MG GT
MG,GT,Entry level Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,MG GT
Toyota,Veloz,Entry level SUV,Riyadh,Riyadh - An Nahdah,"2,023",STD,SUV,White,STS,"1,500",,,NEW,Toyota Veloz
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Black,STS,750,,,NEW,Toyota Corolla
MG,HS,Midsize SUV,Riyadh,Riyadh - An Nahdah,"2,023",STD,SUV,White,STS,"1,190",,,NEW,MG HS
MG,HS,Midsize SUV,Riyadh,Riyadh - An Nahdah,"2,023",STD,SUV,White,STS,"1,190",,,NEW,MG HS
MG,RX5,Midsize SUV,Riyadh,Riyadh - An Nahdah,"2,023",STD,SUV,White,MONTHLY,"3,469",,,NEW,MG RX5
Geely,Cityray,Midsize SUV,Riyadh,Riyadh - Al Quds - Pickup,"2,026",GC,SUV,Gray,STO,"2,850","1,800",36,NEW,Geely Cityray
Haval,Jolion,Entry level SUV,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,White,STO,"2,650","1,400",36,NEW,Haval Jolion
GAC,GS3,Entry level SUV,Riyadh,Riyadh - Ar Rawabi - Pickup,"2,026",GS,SUV,Black,STO,"2,400","2,800",36,NEW,GAC GS3
GAC,GS3,Entry level SUV,Dammam,Dammam - Al Badiyah - Pickup,"2,026",GS,SUV,Black,STO,"2,400","2,800",36,NEW,GAC GS3
GAC,GS3,Entry level SUV,Riyadh,Riyadh - Al Quds - Pickup,"2,026",GS,SUV,Black,STO,"2,400","2,800",36,NEW,GAC GS3
Chery,Arrizo 5,Entry level Sedan,Riyadh,فرع القدس - Al-Quds  branch,"2,024",STD,Sedan,White,MONTHLY,"1,779",,,NEW,Chery Arrizo 5
Kia,Seltos,Entry level SUV,Riyadh,Riyadh - King Faisal,"2,023",LX,Suv,White,STO,"2,850","2,850",36,NEW,Kia Seltos
Kia,Sonet,Entry level SUV,Jeddah,Jeddah - Bani Malik,"2,023",LX,Crossover,Silver,MONTHLY,"2,709","2,550",,USED,Kia Sonet
Nissan,Kicks,Entry level SUV,Dammam,Dammam - Al Itisalat,"2,024",S,SUV,Grey,MONTHLY,"3,079",,,NEW,Nissan Kicks
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Al Wurud,"2,023",GL,Sedan,Grey,STS,742,,,NEW,Suzuki Dzire
Toyota,Yaris,Entry level Sedan,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Y,Sedan,Silver,STO,"2,300","2,500",36,NEW,Toyota Yaris
MG,6,Midsize Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,022",Full Option,Sedan,Black,MONTHLY,"2,489",,,NEW,MG 6
MG,GT,Entry level Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,Grey,STS,750,,,NEW,MG GT
Toyota,Corolla,Midsize Sedan,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,Black,STS,750,,,NEW,Toyota Corolla
Changan,Alsvin,Entry level Sedan,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,Black,MONTHLY,"2,059",,,NEW,Changan Alsvin
Toyota,Raize,Entry level SUV,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",XLE,SUV,White,STO,"2,300","2,650",36,NEW,Toyota Raize
Changan,Alsvin,Entry level Sedan,Riyadh,Riyadh - King Fahd Rd,"2,025",STD,Sedan,Silver,MONTHLY,"1,799",,,NEW,Changan Alsvin
Hyundai,Creta,Entry level SUV,Riyadh,Riyadh - Dhahrat Laban - Pickup,"2,026",Fleet,SUV,Silver,STO,"2,825","3,100",36,NEW,Hyundai Creta
Suzuki,Dzire,Entry level Sedan,Riyadh,Riyadh - Al jazirah,"2,026",GL,Sedan,White,STS,770,,,NEW,Suzuki Dzire
Hyundai,Accent,Entry level Sedan,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",36,NEW,Hyundai Accent
Hyundai,Creta,Entry level SUV,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,SUV,Gray,STO,"2,825","1,700",36,NEW,Hyundai Creta
